day,pressure ,maxtemp,temparature,mintemp,dewpoint,humidity ,cloud ,rainfall,sunshine,         winddirection,windspeed,Weather_Condition
23,1013,30.7,27,24.8,21.6,84,90,yes,0,,41.3,Stormy
24,1015,29.6,26.8,24.9,22.1,75,85,yes,1,10,28.4,Rainy
25,1016.8,26.6,25.9,25.4,21.7,75,78,yes,4.6,10,21.8,Rainy
26,1016.8,26.2,25.4,24.5,22.3,78,86,yes,1.2,30,28.5,Rainy
27,1015.6,30.1,,24.3,22.1,74,66,no,5.7,,35.1,Rainy
28,1017,29.2,26.7,25.5,23.3,81,56,no,7.7,20,10.2,Stormy
29,1018.2,28.4,26.4,25.5,22.9,95,28,no,0.4,60,,Stormy
,1017.8,29.6,26.7,25.3,23.1,90,,yes,8.8,70,39.5,Stormy
31,1020.4,27.2,25.6,24.4,21.6,95,91,,6.8,70,30.3,Stormy
1,1020.9,24.5,22.9,20.5,17.8,84,90,no,,50,20.3,Stormy
2,1019.8,,22.6,19.7,16,79,86,no,11,10,26.8,Rainy
3,1019.5,25.8,23.7,22.3,18.8,78,34,yes,4.7,,48,Rainy
4,1018.1,26.6,24.7,23.1,20.4,78,81,yes,2.5,20,35.6,Rainy
5,1016.1,28.2,,24.5,22,85,97,yes,11.1,40,25.2,Stormy
6,1015.6,26.3,25.5,24.7,22.4,90,93,yes,10.4,30,29,Stormy
7,1016.3,28.4,26.2,25.2,23.4,79,79,yes,8.5,40,19,Rainy
8,1016.4,28.7,26.5,25.5,23.6,77,49,yes,2.9,50,22.5,Rainy
9,1015.8,30.3,26.7,24.8,23.3,79,84,yes,4.2,60,27.3,Rainy
10,,25.9,24.9,24,21.4,97,92,yes,1.6,40,15,Stormy
11,1017.7,25.4,23.8,22.6,20.6,95,100,no,0,40,9.4,Stormy
12,1017.3,24.2,23.9,23.6,21.1,90,100,,0.9,10,27.6,Stormy
,1015.2,25.3,23.3,21,,76,95,yes,0.4,30,21.6,Rainy
14,1014.5,26.9,24.3,22.3,21.2,78,96,yes,0.7,30,18.4,Rainy
15,1015.2,24.8,24.2,23.5,22.3,90,25,yes,10.6,20,25.9,Stormy
16,1013.7,25.9,24.8,23.6,23.5,95,85,yes,7.1,70,33.4,Stormy
17,1013.9,27.2,25.5,24.4,23.8,92,95,no,0.6,20,20.9,Stormy
18,1016,29.1,26.1,24.1,23.2,70,,no,0,20,23.3,Rainy
19,1017,28.5,25.9,24.5,22.9,61,91,no,0,60,13.6,Rainy
20,1017.2,25.9,24.8,24.4,21.6,46,80,no,10.5,110,12,Rainy
21,1017,26,24.8,23.9,21.1,59,93,no,7.4,90,11.7,Rainy
22,1017.1,27.6,,24,21.3,92,96,no,9.1,100,11,Stormy
23,1016.7,28.4,25.4,23.7,,98,94,no,10.5,80,10.7,Stormy
24,1016.7,26.6,24.5,23.3,19.8,96,88,yes,10.5,20,16.4,Stormy
25,1017.7,25.3,22.6,18.2,16.8,88,45,no,9.7,20,12,Stormy
26,1020.6,21.2,18.2,,7.8,86,18,no,4.4,70,8.9,Stormy
27,1022.4,20.4,18.4,15.3,9.7,93,13,yes,7.5,80,11,Stormy
28,1022.5,22.9,20.8,19.2,15,79,2,yes,6.4,70,5.9,Rainy
29,1021.2,24.1,22.1,20.3,17.4,77,0,yes,7.8,80,5.7,Rainy
30,1018.9,25.2,22.4,20.4,17.7,76,29,no,8.3,80,8.6,Rainy
1,1017.6,25.1,22.9,22,19,66,77,yes,8.2,70,16.5,Rainy
2,1017.1,25,23.3,22.2,19.6,39,,yes,3,,18.2,Rainy
